id,social-security-number,house-number,age-group,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country-code,native-country,label
17768,930391399.0,5240.0,2,private,202168.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,4,0,3,USA,united-states,1.0
8786,216384517.0,8973.0,1,private,172237.0,assoc-acdm,12.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,0.0
2640,138127751.0,1871.0,1,private,267798.0,hs-grad,9.0,divorced,craft-repair,unmarried,white,male,0,0,2,USA,united-states,0.0
19853,122846859.0,672.0,4,self-emp-inc,98116.0,some-college,10.0,widowed,sales,not-in-family,white,male,0,0,2,USA,united-states,1.0
22270,175856238.0,2903.0,4,private,346033.0,9th,5.0,divorced,adm-clerical,not-in-family,white,male,0,0,2,USA,united-states,0.0
8764,998433710.0,2015.0,1,private,196791.0,prof-school,15.0,divorced,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states,1.0
87,535331900.0,2002.0,1,private,112403.0,5th-6th,3.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,,,0.0
25528,837365443.0,508.0,4,,231604.0,hs-grad,9.0,married-civ-spouse,,husband,white,male,0,0,2,DUE,germany,0.0
13195,930030989.0,3701.0,1,state-gov,111883.0,some-college,10.0,never-married,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states,0.0
15914,476466171.0,8846.0,0,private,191535.0,11th,7.0,never-married,adm-clerical,own-child,white,male,0,0,0,USA,united-states,0.0
11941,756914954.0,7714.0,1,local-gov,63338.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,female,0,0,2,USA,united-states,0.0
12783,961629413.0,3715.0,3,private,143266.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,HUN,hungary,1.0
16041,403066278.0,1041.0,2,local-gov,191364.0,assoc-acdm,12.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,FRA,france,1.0
21217,545728842.0,7101.0,3,self-emp-inc,109832.0,hs-grad,9.0,divorced,exec-managerial,not-in-family,white,male,0,0,3,USA,united-states,0.0
2483,694150949.0,7646.0,2,self-emp-not-inc,167691.0,some-college,10.0,never-married,other-service,unmarried,white,female,0,0,3,USA,united-states,0.0
9538,974136280.0,4072.0,1,private,314068.0,assoc-voc,11.0,divorced,tech-support,unmarried,white,female,0,0,2,USA,united-states,0.0
27015,869747660.0,1675.0,4,self-emp-not-inc,359972.0,assoc-acdm,12.0,married-civ-spouse,sales,husband,white,male,0,0,1,USA,united-states,1.0
26331,741864286.0,5178.0,2,private,112763.0,hs-grad,9.0,divorced,handlers-cleaners,own-child,white,female,1,0,2,USA,united-states,0.0
9507,685681700.0,4143.0,4,private,159008.0,some-college,10.0,married-civ-spouse,protective-serv,husband,white,male,0,0,3,USA,united-states,0.0
20482,586380429.0,3513.0,4,,191288.0,7th-8th,4.0,widowed,,not-in-family,white,female,0,0,0,USA,united-states,0.0
6415,933858053.0,2378.0,2,private,220585.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
8349,556439813.0,8441.0,1,private,190385.0,masters,14.0,never-married,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states,1.0
16614,808263290.0,5018.0,3,private,138852.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,3,USA,united-states,1.0
23526,793528926.0,9851.0,1,private,337940.0,5th-6th,3.0,never-married,transport-moving,not-in-family,white,male,0,0,2,MEX,mexico,0.0
16496,845454768.0,4686.0,2,private,210648.0,bachelors,13.0,married-civ-spouse,tech-support,husband,white,male,0,0,2,USA,united-states,1.0
23343,944535844.0,8525.0,3,private,158294.0,assoc-voc,11.0,married-civ-spouse,tech-support,husband,white,male,1,0,2,USA,united-states,1.0
17224,239394059.0,5914.0,0,private,65225.0,some-college,10.0,never-married,other-service,own-child,white,female,0,0,0,USA,united-states,0.0
27368,540929236.0,2284.0,2,private,425444.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,white,female,4,0,3,USA,united-states,1.0
27009,122698885.0,1703.0,2,local-gov,134367.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,female,0,0,1,USA,united-states,0.0
4074,817001599.0,7366.0,3,local-gov,240358.0,hs-grad,9.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,1.0
10157,678664620.0,1438.0,2,self-emp-inc,347189.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
23727,192025010.0,7907.0,3,private,121124.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
17990,447631460.0,3480.0,1,private,329432.0,masters,14.0,never-married,adm-clerical,unmarried,white,female,0,0,2,USA,united-states,0.0
4356,160799204.0,4772.0,1,private,168906.0,some-college,10.0,divorced,other-service,unmarried,white,female,0,0,3,USA,united-states,0.0
22043,305027766.0,7978.0,2,self-emp-not-inc,244813.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
23639,389371028.0,3597.0,1,local-gov,198770.0,bachelors,13.0,divorced,prof-specialty,unmarried,white,female,0,0,3,USA,united-states,0.0
17553,535277171.0,1643.0,1,private,180299.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,4,USA,united-states,0.0
2381,308580513.0,204.0,3,private,95647.0,9th,5.0,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,3,USA,united-states,0.0
6381,804246780.0,3705.0,0,private,200295.0,some-college,10.0,never-married,other-service,not-in-family,white,male,0,0,1,USA,united-states,0.0
27552,250102043.0,5334.0,0,,237078.0,11th,7.0,never-married,,own-child,white,female,0,0,1,USA,united-states,0.0
17084,830186795.0,1723.0,2,private,393673.0,assoc-acdm,12.0,married-civ-spouse,exec-managerial,wife,white,female,0,0,3,USA,united-states,1.0
13369,251657453.0,8902.0,2,local-gov,455399.0,hs-grad,9.0,married-civ-spouse,protective-serv,husband,black,male,4,0,2,USA,united-states,1.0
110,700232998.0,5638.0,1,private,61898.0,11th,7.0,divorced,other-service,unmarried,white,female,0,0,0,USA,united-states,0.0
5743,700591793.0,1123.0,3,private,447554.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,3,0,2,USA,united-states,1.0
11527,868565544.0,2319.0,4,private,258126.0,9th,5.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,CUB,cuba,0.0
6678,153697631.0,3145.0,0,private,253267.0,some-college,10.0,married-civ-spouse,adm-clerical,husband,black,male,0,3,2,USA,united-states,1.0
14964,695994590.0,3127.0,1,private,342768.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
6097,562406189.0,2761.0,4,private,340591.0,10th,6.0,married-civ-spouse,handlers-cleaners,husband,white,male,2,0,2,USA,united-states,0.0
19110,669109006.0,6679.0,3,private,255364.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
5921,377125585.0,4339.0,4,,123484.0,hs-grad,9.0,widowed,,other-relative,white,female,0,0,1,USA,united-states,0.0
20525,834320373.0,7788.0,3,private,213894.0,11th,7.0,separated,adm-clerical,unmarried,black,female,0,0,2,USA,united-states,0.0
13243,760582728.0,2681.0,4,private,123886.0,hs-grad,9.0,never-married,sales,other-relative,black,female,0,0,2,USA,united-states,0.0
18349,282287296.0,2168.0,0,private,87867.0,hs-grad,9.0,never-married,sales,own-child,white,male,0,0,1,USA,united-states,0.0
5305,418230793.0,2365.0,1,private,210498.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,4,USA,united-states,0.0
21318,556232101.0,6453.0,1,private,152452.0,bachelors,13.0,married-civ-spouse,tech-support,husband,white,male,0,0,3,USA,united-states,0.0
16737,609050755.0,2998.0,3,local-gov,110510.0,hs-grad,9.0,married-civ-spouse,exec-managerial,wife,white,female,0,0,3,USA,united-states,1.0
5617,119270740.0,104.0,1,private,227689.0,assoc-voc,11.0,divorced,tech-support,not-in-family,white,female,0,0,4,USA,united-states,0.0
22758,871519825.0,2518.0,1,private,173730.0,assoc-voc,11.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,0.0
11928,368514140.0,8143.0,1,private,124680.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,female,2,0,3,USA,united-states,0.0
8582,190579364.0,5961.0,1,self-emp-inc,209691.0,bachelors,13.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,CAN,canada,0.0
23013,758660464.0,6756.0,1,private,33610.0,hs-grad,9.0,divorced,other-service,other-relative,white,male,0,0,2,USA,united-states,0.0
17227,359425814.0,7740.0,4,private,199949.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,4,0,3,USA,united-states,1.0
12029,403649094.0,2948.0,0,,207782.0,some-college,10.0,never-married,,own-child,white,male,0,0,1,USA,united-states,0.0
3912,331391587.0,8734.0,3,self-emp-inc,208302.0,assoc-acdm,12.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1.0
1430,865888468.0,4308.0,3,private,202115.0,hs-grad,9.0,married-civ-spouse,other-service,wife,white,female,0,0,1,USA,united-states,0.0
2529,452484391.0,7844.0,3,local-gov,199688.0,bachelors,13.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,1.0
21455,314820562.0,628.0,2,private,185360.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,0.0
16501,372908959.0,4517.0,2,private,185129.0,bachelors,13.0,divorced,tech-support,own-child,white,male,0,0,2,USA,united-states,0.0
21818,719194354.0,7076.0,4,local-gov,358747.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states,1.0
6448,588346872.0,8226.0,4,private,398001.0,hs-grad,9.0,widowed,adm-clerical,not-in-family,white,female,0,0,0,USA,united-states,0.0
15510,530518910.0,1524.0,3,private,345073.0,hs-grad,9.0,divorced,exec-managerial,not-in-family,white,male,0,0,3,USA,united-states,1.0
7646,730991251.0,7939.0,4,private,235197.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,white,female,0,0,2,USA,united-states,0.0
22974,696594862.0,8175.0,0,private,385077.0,12th,8.0,never-married,machine-op-inspct,own-child,white,male,0,0,2,USA,united-states,0.0
2326,232023379.0,2377.0,3,private,55527.0,assoc-acdm,12.0,divorced,craft-repair,not-in-family,black,male,0,0,2,USA,united-states,0.0
4921,139450210.0,3076.0,0,private,154571.0,some-college,10.0,never-married,adm-clerical,own-child,asian-pac-islander,male,0,0,0,USA,united-states,0.0
10138,751616753.0,8510.0,2,state-gov,206927.0,hs-grad,9.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,0.0
25026,745106535.0,8819.0,0,private,197387.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,white,male,0,0,0,USA,united-states,0.0
3948,565813916.0,6336.0,1,private,251701.0,assoc-acdm,12.0,never-married,prof-specialty,not-in-family,white,male,0,0,2,,,0.0
24031,472727249.0,1168.0,4,private,172354.0,assoc-voc,11.0,widowed,adm-clerical,not-in-family,white,female,1,0,3,USA,united-states,0.0
8751,576980070.0,6440.0,0,private,446771.0,some-college,10.0,never-married,adm-clerical,own-child,white,male,0,0,1,USA,united-states,0.0
9517,335021041.0,7493.0,3,private,466502.0,7th-8th,4.0,widowed,other-service,unmarried,white,male,0,0,1,USA,united-states,0.0
471,304021584.0,3524.0,4,self-emp-not-inc,127805.0,7th-8th,4.0,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states,1.0
10342,207680806.0,2659.0,0,private,404616.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
12578,204756207.0,8554.0,0,private,314645.0,assoc-acdm,12.0,never-married,adm-clerical,not-in-family,white,female,0,0,0,USA,united-states,0.0
18235,760689087.0,8621.0,2,private,205100.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,3,USA,united-states,1.0
18836,231759371.0,7802.0,1,private,119429.0,hs-grad,9.0,never-married,craft-repair,not-in-family,black,male,0,0,2,USA,united-states,0.0
10378,461931002.0,5323.0,2,private,101833.0,10th,6.0,married-civ-spouse,transport-moving,husband,white,male,1,0,2,USA,united-states,1.0
11511,763318619.0,2073.0,1,self-emp-not-inc,206889.0,some-college,10.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,3,USA,united-states,0.0
3323,305973241.0,5144.0,2,local-gov,115076.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,,USA,united-states,1.0
16329,330142819.0,2037.0,2,private,79797.0,hs-grad,9.0,married-spouse-absent,prof-specialty,not-in-family,asian-pac-islander,male,0,0,2,JPN,japan,1.0
10861,296101746.0,1405.0,2,private,375452.0,prof-school,15.0,married-civ-spouse,exec-managerial,wife,white,female,4,0,3,USA,united-states,1.0
9529,124051731.0,5457.0,1,private,92262.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,0.0
26711,203775276.0,4829.0,3,private,120629.0,some-college,10.0,widowed,sales,unmarried,white,female,0,0,1,USA,united-states,0.0
1162,797969755.0,1821.0,1,private,245211.0,bachelors,13.0,never-married,prof-specialty,own-child,white,male,0,0,2,USA,united-states,0.0
17128,731356806.0,4887.0,3,federal-gov,291096.0,assoc-acdm,12.0,married-civ-spouse,other-service,husband,white,male,2,0,2,USA,united-states,1.0
24207,600528562.0,365.0,1,private,116508.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,DUE,germany,0.0
7369,197595776.0,838.0,2,private,215304.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
13499,671509718.0,4550.0,2,self-emp-not-inc,264663.0,11th,7.0,divorced,other-service,not-in-family,white,female,0,0,2,USA,united-states,0.0
3795,360394385.0,1306.0,1,private,248612.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,male,0,0,4,USA,united-states,1.0
1219,871199863.0,2281.0,0,local-gov,140647.0,hs-grad,9.0,never-married,other-service,own-child,black,male,0,0,2,USA,united-states,0.0
4527,293825005.0,7833.0,4,private,143266.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
862,748895118.0,2035.0,2,local-gov,74194.0,assoc-voc,11.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,0.0
18054,276047364.0,9580.0,2,private,280500.0,some-college,10.0,never-married,tech-support,own-child,black,female,0,0,2,USA,united-states,0.0
8918,437358492.0,6151.0,4,private,171331.0,some-college,10.0,married-civ-spouse,transport-moving,husband,black,male,0,0,2,USA,united-states,1.0
9419,596796770.0,9929.0,4,self-emp-inc,177271.0,prof-school,15.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,4,USA,united-states,1.0
10742,324053197.0,9492.0,3,private,155659.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
27129,812374089.0,8804.0,2,private,178215.0,9th,5.0,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,2,USA,united-states,1.0
25335,615296573.0,1059.0,1,private,341643.0,bachelors,13.0,never-married,other-service,other-relative,white,male,0,0,3,USA,united-states,0.0
5352,874792727.0,1057.0,3,private,125417.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,2,0,4,USA,united-states,1.0
5557,399125381.0,3856.0,4,private,241056.0,some-college,10.0,divorced,adm-clerical,unmarried,white,female,0,0,3,USA,united-states,0.0
4411,477760286.0,3658.0,2,state-gov,130206.0,hs-grad,9.0,divorced,adm-clerical,other-relative,white,female,0,0,2,USA,united-states,0.0
10054,622062219.0,5923.0,0,private,64253.0,11th,7.0,never-married,sales,own-child,black,female,0,0,0,USA,united-states,0.0
24198,766355038.0,3294.0,4,private,207188.0,bachelors,13.0,divorced,exec-managerial,not-in-family,white,female,0,0,2,USA,united-states,0.0
14416,768504716.0,3482.0,2,local-gov,116580.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,0,USA,united-states,1.0
23985,873267506.0,7369.0,3,state-gov,423222.0,masters,14.0,married-civ-spouse,sales,husband,white,male,4,0,4,USA,united-states,1.0
18236,774560807.0,493.0,1,self-emp-inc,204247.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states,1.0
8148,844472173.0,5253.0,2,private,226918.0,bachelors,13.0,never-married,sales,not-in-family,black,male,0,0,3,USA,united-states,0.0
26991,475546733.0,7828.0,2,private,410034.0,assoc-acdm,12.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
5874,992813586.0,6704.0,1,private,189759.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,3,USA,united-states,0.0
20766,258622269.0,4096.0,3,private,192666.0,12th,8.0,separated,machine-op-inspct,unmarried,black,male,0,0,2,USA,united-states,0.0
5303,120233314.0,9637.0,1,private,381789.0,12th,8.0,married-civ-spouse,farming-fishing,own-child,white,male,0,0,3,USA,united-states,0.0
6586,703640819.0,7946.0,3,private,177927.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states,1.0
8641,333770088.0,6923.0,2,local-gov,99185.0,assoc-acdm,12.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,0.0
286,271725676.0,6704.0,3,private,281647.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
5356,545775371.0,3663.0,1,private,184435.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,black,male,0,0,2,USA,united-states,0.0
23531,196444775.0,506.0,0,self-emp-not-inc,257574.0,bachelors,13.0,never-married,adm-clerical,not-in-family,black,female,0,0,0,USA,united-states,0.0
7584,475485812.0,6443.0,3,private,174020.0,masters,14.0,divorced,prof-specialty,unmarried,white,female,0,2,2,USA,united-states,0.0
6846,548722110.0,2645.0,2,self-emp-inc,216473.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
21570,677936093.0,8084.0,1,local-gov,29235.0,some-college,10.0,married-civ-spouse,protective-serv,wife,white,female,0,0,2,FRA,france,1.0
23666,494457603.0,8283.0,2,private,98466.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
27528,751039426.0,3980.0,3,self-emp-not-inc,386773.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,0.0
293,485935508.0,259.0,4,private,194589.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,3,0,2,USA,united-states,1.0
3593,941325798.0,9305.0,1,self-emp-not-inc,204052.0,,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
16204,544814759.0,3103.0,2,private,130126.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,4,USA,united-states,1.0
20397,629243764.0,4413.0,4,private,138714.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states,1.0
14934,961791291.0,6975.0,0,private,721712.0,10th,6.0,never-married,other-service,own-child,white,male,0,0,0,USA,united-states,0.0
915,986560770.0,8227.0,2,private,118619.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,black,male,0,0,3,USA,united-states,0.0
2728,486463763.0,6375.0,3,local-gov,24013.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
27619,757096370.0,1410.0,3,,22428.0,masters,14.0,never-married,,not-in-family,white,male,0,0,2,USA,united-states,0.0
16672,106179197.0,195.0,4,private,137031.0,some-college,10.0,married-civ-spouse,transport-moving,husband,white,male,0,0,3,USA,united-states,0.0
10779,108233794.0,5368.0,2,private,46395.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,,0,2,USA,united-states,0.0
26670,485855121.0,5886.0,4,,202106.0,hs-grad,9.0,married-civ-spouse,,husband,white,male,0,3,2,USA,united-states,1.0
20343,636266001.0,8529.0,1,local-gov,213195.0,assoc-acdm,12.0,married-civ-spouse,adm-clerical,wife,white,female,0,0,2,USA,united-states,1.0
5800,888717793.0,4319.0,1,private,90409.0,some-college,10.0,never-married,other-service,own-child,white,male,0,0,2,USA,united-states,0.0
5416,658033971.0,4827.0,3,self-emp-not-inc,195462.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,4,USA,united-states,1.0
27307,492901420.0,2962.0,1,private,186932.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,2,0,4,USA,united-states,1.0
8813,920782877.0,1331.0,3,private,287317.0,hs-grad,9.0,divorced,machine-op-inspct,unmarried,black,male,0,0,1,USA,united-states,0.0
25680,397981797.0,7604.0,1,private,361497.0,7th-8th,4.0,never-married,farming-fishing,other-relative,white,male,0,0,3,PRT,portugal,0.0
22158,777752855.0,3841.0,2,local-gov,126847.0,masters,14.0,married-spouse-absent,prof-specialty,unmarried,white,female,2,0,3,USA,united-states,1.0
12928,580982661.0,2214.0,2,local-gov,105862.0,bachelors,13.0,divorced,prof-specialty,unmarried,white,female,2,0,2,USA,united-states,0.0
16267,351975849.0,2923.0,2,private,31069.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,2,0,2,USA,united-states,1.0
13517,486706193.0,1830.0,4,private,180779.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,2,0,2,USA,united-states,1.0
24455,870178896.0,6049.0,1,private,381583.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,other,male,0,0,2,USA,united-states,0.0
6987,789505759.0,3288.0,1,private,106758.0,hs-grad,9.0,divorced,adm-clerical,unmarried,white,female,0,0,2,USA,united-states,0.0
8826,359330588.0,3174.0,3,state-gov,169482.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,2,USA,united-states,1.0
21900,184001896.0,5182.0,3,private,158286.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1.0
23329,630070020.0,618.0,0,private,217961.0,some-college,10.0,married-civ-spouse,other-service,husband,white,male,0,0,2,USA,united-states,0.0
9401,779496344.0,6408.0,0,private,112225.0,some-college,10.0,never-married,exec-managerial,own-child,asian-pac-islander,male,0,0,0,USA,,0.0
9952,404643782.0,9092.0,4,state-gov,40925.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,0.0
12412,310768002.0,6055.0,3,private,198774.0,bachelors,13.0,divorced,sales,other-relative,white,female,0,0,1,USA,united-states,0.0
8127,725170257.0,7976.0,2,,139770.0,masters,14.0,married-civ-spouse,,wife,white,female,0,0,3,USA,united-states,1.0
17964,217517139.0,3528.0,4,private,130968.0,9th,5.0,divorced,transport-moving,not-in-family,white,male,0,0,3,USA,united-states,0.0
26155,888746407.0,9599.0,3,private,138852.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,2,0,2,SLV,el-salvador,1.0
6507,171844870.0,3041.0,1,self-emp-not-inc,398874.0,bachelors,13.0,never-married,tech-support,own-child,white,male,0,0,2,USA,united-states,0.0
11082,772622589.0,4562.0,2,private,158528.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1.0
116,557816120.0,8621.0,0,private,174413.0,assoc-voc,11.0,married-civ-spouse,adm-clerical,wife,white,female,0,0,2,USA,united-states,0.0
13308,363647824.0,2233.0,4,federal-gov,127858.0,some-college,10.0,widowed,tech-support,not-in-family,white,female,1,0,2,USA,united-states,0.0
8088,253303919.0,2060.0,4,private,192869.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,1.0
23204,709252967.0,8248.0,2,federal-gov,219266.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1.0
2935,977274797.0,9567.0,3,local-gov,237523.0,some-college,10.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,1.0
16845,741161480.0,6681.0,2,self-emp-inc,94113.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states,1.0
23241,984320731.0,274.0,1,private,157308.0,11th,7.0,married-civ-spouse,handlers-cleaners,wife,asian-pac-islander,female,1,0,0,PHL,philippines,0.0
11418,633942203.0,1324.0,1,self-emp-inc,187652.0,hs-grad,9.0,divorced,exec-managerial,not-in-family,white,male,0,0,4,USA,united-states,1.0
25856,924862283.0,696.0,1,private,190385.0,assoc-voc,11.0,divorced,adm-clerical,unmarried,white,female,0,0,1,USA,united-states,0.0
17596,328684373.0,7850.0,0,private,345066.0,hs-grad,9.0,never-married,handlers-cleaners,not-in-family,black,female,0,0,3,USA,united-states,0.0
8928,485199280.0,2179.0,2,private,201732.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1.0
10423,467892991.0,7989.0,2,self-emp-inc,443508.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
21152,365880792.0,6372.0,1,private,159247.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
17530,650746352.0,5964.0,3,private,169324.0,bachelors,13.0,married-civ-spouse,exec-managerial,wife,black,female,0,0,1,USA,united-states,1.0
8642,676984955.0,5034.0,2,private,380614.0,assoc-acdm,12.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,0,USA,united-states,1.0
2066,294687956.0,4284.0,3,federal-gov,293196.0,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1.0
16886,817094737.0,9471.0,3,private,224207.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1.0
1071,790389913.0,1549.0,1,private,294592.0,masters,14.0,never-married,exec-managerial,not-in-family,white,male,0,0,2,USA,united-states,0.0
24799,549281616.0,2549.0,,private,195892.0,some-college,10.0,divorced,transport-moving,not-in-family,black,female,0,0,2,USA,united-states,0.0
20402,653612066.0,4029.0,2,local-gov,593246.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,3,USA,united-states,1.0
1720,725766962.0,5903.0,4,private,223696.0,1st-4th,2.0,divorced,craft-repair,not-in-family,other,male,0,0,2,DOM,dominican-republic,0.0
18496,643130283.0,6529.0,2,private,175133.0,some-college,10.0,never-married,machine-op-inspct,unmarried,black,female,0,0,2,USA,united-states,0.0
21871,334197789.0,8365.0,2,,137390.0,hs-grad,9.0,married-civ-spouse,,husband,white,male,0,0,2,USA,united-states,0.0
26835,482283902.0,9476.0,4,self-emp-not-inc,124256.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,3,1,USA,united-states,0.0
9159,905268169.0,9484.0,2,private,326310.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0.0
1237,591043786.0,7769.0,3,private,121622.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,2,USA,united-states,1.0
18490,946569636.0,2677.0,3,private,90758.0,masters,14.0,never-married,tech-support,not-in-family,white,male,0,0,1,USA,united-states,1.0
27811,529505193.0,7502.0,4,self-emp-not-inc,35468.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,1,USA,united-states,0.0
22011,217185338.0,2844.0,1,private,199116.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,PRI,puerto-rico,0.0
20383,499373176.0,7011.0,2,federal-gov,211763.0,doctorate,16.0,separated,prof-specialty,unmarried,black,female,0,0,1,USA,united-states,1.0
