id,social-security-number,house-number,age-group,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country-code,native-country
4106,838765093.0,5731.0,2,private,34028.0,bachelors,13.0,divorced,exec-managerial,unmarried,white,female,0,0,3,USA,united-states
5523,617938711.0,2168.0,2,private,128676.0,some-college,10.0,never-married,adm-clerical,not-in-family,black,female,0,0,2,USA,united-states
16097,926271280.0,5035.0,3,federal-gov,251585.0,bachelors,13.0,divorced,exec-managerial,not-in-family,white,male,0,0,3,USA,united-states
1815,543612524.0,6630.0,4,private,105586.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,4,0,2,USA,united-states
3068,847872286.0,8817.0,1,private,209214.0,hs-grad,9.0,married-civ-spouse,adm-clerical,wife,white,female,2,0,1,USA,united-states
6847,643106827.0,7853.0,3,,151584.0,some-college,10.0,never-married,,not-in-family,white,male,3,0,3,USA,united-states
10137,355703024.0,6762.0,0,,185619.0,some-college,10.0,never-married,,own-child,white,female,0,0,0,USA,united-states
16565,270042533.0,1892.0,0,,181118.0,hs-grad,9.0,never-married,,own-child,black,female,0,0,0,USA,united-states
2901,234671386.0,953.0,1,private,143540.0,9th,5.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,2,USA,united-states
23240,783598991.0,8540.0,3,private,133436.0,7th-8th,4.0,divorced,machine-op-inspct,not-in-family,white,female,0,0,2,USA,united-states
23569,112978903.0,9951.0,3,local-gov,43909.0,hs-grad,9.0,divorced,adm-clerical,unmarried,black,female,0,0,2,USA,united-states
14197,136085871.0,7975.0,3,local-gov,14878.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,2,PHL,philippines
20541,214627918.0,2075.0,1,private,267859.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,CUB,cuba
25735,503260508.0,9399.0,1,private,176185.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,FRA,france
23445,469006205.0,5988.0,2,private,219155.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
24647,776995029.0,9536.0,2,private,202937.0,masters,14.0,never-married,exec-managerial,not-in-family,white,female,0,0,2,USA,united-states
9888,382289965.0,8142.0,2,local-gov,115634.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states
22914,240842434.0,1175.0,1,private,51961.0,12th,8.0,never-married,sales,other-relative,black,male,0,0,3,USA,united-states
17998,168535575.0,1832.0,2,private,222450.0,some-college,10.0,separated,exec-managerial,unmarried,white,male,0,0,2,USA,united-states
17662,646228339.0,4031.0,2,local-gov,247082.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states
11020,301942178.0,8832.0,0,,157332.0,some-college,10.0,never-married,,own-child,white,female,0,0,2,USA,united-states
16510,432391410.0,3780.0,3,federal-gov,23698.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,0,0,2,USA,united-states
4471,279481108.0,1523.0,3,private,206775.0,some-college,10.0,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,3,USA,united-states
16950,256445955.0,373.0,4,private,54732.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,0,0,0,USA,united-states
22140,907002608.0,2132.0,2,local-gov,195258.0,some-college,10.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states
17229,926257740.0,1801.0,4,private,34366.0,some-college,10.0,married-civ-spouse,transport-moving,husband,white,male,0,0,3,USA,united-states
20011,970189748.0,7641.0,0,,174461.0,hs-grad,9.0,never-married,,own-child,white,female,0,0,0,USA,united-states
8857,160542619.0,2611.0,2,private,112847.0,7th-8th,4.0,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,2,PHL,philippines
23414,721138016.0,9035.0,0,local-gov,294605.0,some-college,10.0,never-married,exec-managerial,own-child,white,male,0,0,0,USA,united-states
18150,966206576.0,3005.0,2,private,236391.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,3,0,2,USA,united-states
14403,646722560.0,1069.0,2,private,203828.0,hs-grad,9.0,divorced,machine-op-inspct,unmarried,white,male,0,0,2,USA,united-states
24942,137173250.0,9636.0,0,private,101684.0,10th,6.0,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states
3993,638393726.0,1603.0,1,private,430710.0,hs-grad,9.0,separated,sales,own-child,white,male,0,0,2,USA,united-states
13862,149962624.0,311.0,3,private,201783.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,3,0,2,USA,united-states
10229,697432947.0,6189.0,2,private,216932.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states
17693,582922721.0,2531.0,3,private,148995.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states
15375,797012989.0,1840.0,0,private,443336.0,some-college,10.0,never-married,other-service,not-in-family,white,female,0,0,1,USA,united-states
15191,843499110.0,7971.0,2,private,124520.0,assoc-voc,11.0,divorced,craft-repair,unmarried,white,male,0,0,3,USA,united-states
1087,651476221.0,1820.0,0,private,372898.0,some-college,10.0,never-married,adm-clerical,own-child,white,female,0,0,0,USA,united-states
16665,450320565.0,9986.0,4,private,284021.0,hs-grad,9.0,widowed,sales,not-in-family,white,female,0,0,2,USA,united-states
14494,406117629.0,1810.0,4,private,178312.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,2,0,4,USA,united-states
13297,500700981.0,869.0,3,private,332884.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,2,0,4,USA,united-states
5697,220956866.0,6425.0,2,private,403187.0,hs-grad,9.0,divorced,handlers-cleaners,unmarried,black,female,0,0,2,USA,united-states
2408,911506891.0,7162.0,3,self-emp-not-inc,174102.0,7th-8th,4.0,married-civ-spouse,exec-managerial,husband,white,male,2,0,3,GRC,greece
12723,419957065.0,7701.0,1,private,167062.0,some-college,10.0,divorced,adm-clerical,unmarried,white,male,0,0,2,USA,united-states
11724,929791296.0,632.0,4,private,180239.0,masters,14.0,widowed,craft-repair,unmarried,asian-pac-islander,male,0,0,2,ZAF,south
14001,781808614.0,9439.0,2,self-emp-not-inc,129150.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,3,USA,united-states
17300,144654359.0,5686.0,3,private,377401.0,some-college,10.0,divorced,sales,not-in-family,white,male,0,0,2,USA,united-states
25992,991079565.0,4076.0,4,self-emp-not-inc,34761.0,7th-8th,4.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,2,USA,united-states
15615,350612643.0,6016.0,2,self-emp-not-inc,125933.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,2,0,3,USA,united-states
7301,894465212.0,7174.0,3,self-emp-inc,177727.0,10th,6.0,married-civ-spouse,sales,husband,white,male,2,0,2,USA,united-states
2982,143443379.0,4008.0,2,private,27408.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,2,0,3,USA,united-states
9684,991836417.0,449.0,1,private,258406.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,3,MEX,mexico
6052,661171346.0,6054.0,1,private,160120.0,masters,14.0,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,3,USA,united-states
25967,650488572.0,1809.0,3,private,421561.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states
23036,220950576.0,4990.0,0,local-gov,150084.0,some-college,10.0,separated,protective-serv,not-in-family,white,male,0,0,3,USA,united-states
7500,639596308.0,679.0,2,private,70995.0,bachelors,13.0,married-civ-spouse,transport-moving,husband,white,male,4,0,4,USA,united-states
26672,711157041.0,9890.0,1,local-gov,402089.0,hs-grad,9.0,divorced,adm-clerical,unmarried,white,female,0,0,2,USA,united-states
733,310809009.0,2246.0,2,private,257609.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states
19887,475337391.0,3401.0,4,,254765.0,some-college,10.0,married-civ-spouse,,husband,white,male,0,0,2,USA,united-states
8832,336955287.0,8620.0,1,private,103435.0,assoc-voc,11.0,separated,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states
10904,682529200.0,9679.0,4,private,235997.0,12th,8.0,widowed,adm-clerical,unmarried,white,female,0,0,2,MEX,mexico
20615,106645569.0,4414.0,2,private,326886.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
21105,319903531.0,1435.0,1,private,164575.0,some-college,10.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states
12240,618313429.0,4825.0,3,private,350510.0,5th-6th,3.0,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states
26696,409522224.0,5262.0,0,private,344278.0,11th,7.0,separated,other-service,own-child,white,female,0,0,2,USA,united-states
24261,939616343.0,7221.0,0,private,108001.0,some-college,10.0,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,USA,united-states
9870,447627839.0,5946.0,1,private,197967.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,0,0,4,USA,united-states
13664,589113977.0,154.0,1,private,182237.0,assoc-acdm,12.0,married-civ-spouse,sales,husband,white,male,2,0,2,USA,united-states
5121,660081716.0,5501.0,2,private,218188.0,assoc-acdm,12.0,never-married,other-service,own-child,white,female,0,0,1,USA,united-states
20894,423708047.0,9809.0,3,private,201595.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,4,USA,united-states
11628,602605460.0,8448.0,3,private,186078.0,masters,14.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,3,USA,united-states
13433,562581365.0,5644.0,1,private,67257.0,bachelors,13.0,widowed,exec-managerial,not-in-family,white,female,0,0,3,USA,united-states
11988,934177519.0,8842.0,1,private,55191.0,assoc-acdm,12.0,never-married,handlers-cleaners,not-in-family,white,male,0,0,2,USA,united-states
23134,863520169.0,1235.0,2,state-gov,373699.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states
7051,723088288.0,8504.0,0,private,80220.0,12th,8.0,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states
19184,113962561.0,3311.0,2,private,165798.0,5th-6th,3.0,divorced,other-service,unmarried,white,female,0,0,2,PRI,puerto-rico
9317,122329656.0,2650.0,2,private,123361.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,black,male,0,0,3,USA,united-states
6289,930058922.0,4808.0,2,private,111895.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states
21396,294102153.0,6922.0,0,private,189468.0,assoc-voc,11.0,married-civ-spouse,machine-op-inspct,own-child,white,female,0,0,1,USA,united-states
20236,808154082.0,2600.0,1,private,161153.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states
15980,164500237.0,473.0,4,private,162947.0,5th-6th,3.0,divorced,machine-op-inspct,not-in-family,white,female,0,0,2,PRI,puerto-rico
5144,678431801.0,710.0,4,private,232672.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states
26965,143477723.0,2255.0,1,private,96128.0,11th,7.0,never-married,craft-repair,own-child,white,male,0,0,2,USA,united-states
15542,898360224.0,8165.0,2,private,183279.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
4985,629698458.0,294.0,2,federal-gov,298635.0,masters,14.0,married-civ-spouse,tech-support,husband,asian-pac-islander,male,0,3,2,PHL,philippines
19599,552727801.0,7531.0,2,local-gov,50563.0,masters,14.0,married-civ-spouse,exec-managerial,husband,black,male,0,0,3,USA,united-states
9565,502279577.0,3656.0,4,private,220896.0,prof-school,15.0,divorced,other-service,not-in-family,white,male,4,0,3,USA,united-states
8121,813108851.0,7417.0,0,private,186452.0,some-college,10.0,never-married,other-service,own-child,white,male,0,0,1,USA,united-states
12344,824714349.0,9461.0,4,local-gov,199546.0,masters,14.0,divorced,other-service,unmarried,black,female,0,0,2,USA,united-states
6682,957971270.0,9071.0,3,private,257485.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
5621,560058737.0,2250.0,0,private,174714.0,some-college,10.0,never-married,prof-specialty,own-child,white,male,0,0,0,USA,united-states
23213,220157466.0,2412.0,2,local-gov,147372.0,some-college,10.0,never-married,protective-serv,not-in-family,white,male,0,4,2,USA,united-states
25261,487425043.0,1783.0,3,private,277545.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,2,,
8827,750598502.0,6044.0,4,,267198.0,prof-school,15.0,married-civ-spouse,,husband,white,male,0,0,0,USA,united-states
2980,331555703.0,7034.0,4,federal-gov,195467.0,masters,14.0,never-married,exec-managerial,not-in-family,white,male,0,0,2,USA,united-states
25820,562547954.0,1678.0,4,federal-gov,170603.0,some-college,10.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states
14662,673696022.0,2966.0,1,private,217460.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states
22033,925522891.0,4264.0,0,state-gov,157541.0,some-college,10.0,never-married,prof-specialty,not-in-family,white,male,0,0,0,USA,united-states
8373,519601077.0,5704.0,1,federal-gov,351141.0,hs-grad,9.0,married-civ-spouse,tech-support,husband,white,male,0,0,2,USA,united-states
10733,290881156.0,9686.0,4,self-emp-inc,22313.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,4,0,2,USA,united-states
19553,494579134.0,9005.0,0,private,186890.0,10th,6.0,married-civ-spouse,sales,own-child,white,female,0,0,1,USA,united-states
8255,534016438.0,3070.0,1,private,209691.0,assoc-voc,11.0,married-civ-spouse,prof-specialty,husband,white,male,2,0,3,USA,united-states
19861,149562034.0,1219.0,3,private,193746.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states
8030,130704249.0,8121.0,2,private,215310.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states
22098,767694434.0,3106.0,3,private,81253.0,hs-grad,9.0,married-civ-spouse,other-service,wife,asian-pac-islander,female,0,0,1,USA,united-states
25393,414789780.0,8598.0,4,private,223851.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,1,USA,united-states
3660,957151832.0,870.0,2,private,191982.0,assoc-voc,11.0,divorced,prof-specialty,unmarried,white,female,0,0,2,USA,united-states
21862,812979485.0,198.0,2,private,204662.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states
397,557104365.0,3051.0,1,private,35595.0,bachelors,13.0,never-married,adm-clerical,not-in-family,white,male,0,0,2,USA,united-states
2726,443126376.0,4745.0,2,private,296999.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,female,0,0,4,USA,united-states
21745,601997659.0,1702.0,0,private,41973.0,11th,7.0,never-married,adm-clerical,own-child,white,female,0,0,0,USA,united-states
18397,874171087.0,4205.0,2,private,183479.0,assoc-voc,11.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states
10950,859961072.0,5341.0,2,private,235556.0,some-college,10.0,married-spouse-absent,sales,not-in-family,white,male,0,0,2,MEX,mexico
12971,865066772.0,7157.0,1,private,32276.0,hs-grad,9.0,never-married,farming-fishing,not-in-family,white,male,0,0,2,USA,united-states
9373,475375767.0,3224.0,1,private,290226.0,hs-grad,9.0,never-married,transport-moving,own-child,white,male,0,0,2,USA,united-states
21436,163741004.0,9329.0,2,private,127482.0,some-college,10.0,married-civ-spouse,tech-support,husband,white,male,3,0,2,USA,united-states
20613,769093644.0,5658.0,2,private,153238.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,3,1,USA,united-states
19013,562763132.0,2168.0,2,private,112271.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states
12246,948132285.0,6130.0,2,private,230684.0,hs-grad,9.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states
14632,102152398.0,5166.0,2,private,320811.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
7049,297718233.0,6135.0,4,self-emp-not-inc,109101.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,0,USA,united-states
4178,840767742.0,161.0,2,private,118768.0,assoc-acdm,12.0,never-married,craft-repair,not-in-family,white,male,0,0,3,USA,united-states
23175,284679322.0,3157.0,1,self-emp-not-inc,269300.0,bachelors,13.0,never-married,other-service,not-in-family,black,female,0,0,3,USA,united-states
11051,414476095.0,5074.0,0,private,197871.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states
24710,106298082.0,6014.0,3,private,254711.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,0,USA,united-states
6717,141222347.0,1044.0,4,private,185691.0,11th,7.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,0,USA,united-states
24739,950842206.0,8039.0,3,private,146325.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states
18973,272796577.0,5727.0,0,,41385.0,hs-grad,9.0,married-civ-spouse,,husband,white,male,2,0,2,USA,united-states
4384,217490791.0,6427.0,4,private,65478.0,hs-grad,,widowed,priv-house-serv,not-in-family,white,female,0,0,2,GBR,england
16318,919574359.0,6784.0,3,private,334039.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,2,0,2,USA,united-states
21719,851820455.0,9833.0,3,self-emp-inc,96460.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,3,0,3,USA,united-states
3210,498334100.0,6858.0,1,private,200117.0,hs-grad,9.0,divorced,adm-clerical,not-in-family,white,male,0,0,2,USA,united-states
18744,177717142.0,7547.0,0,private,115892.0,11th,7.0,never-married,other-service,not-in-family,white,male,0,0,2,USA,united-states
14822,837143577.0,4987.0,1,private,311696.0,11th,7.0,married-civ-spouse,other-service,wife,black,female,0,0,1,USA,united-states
6481,362958922.0,2074.0,2,private,148015.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,black,female,4,0,2,USA,united-states
1103,297274843.0,9464.0,3,federal-gov,231797.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,0,3,3,USA,united-states
15839,918077532.0,9392.0,4,private,345730.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states
16822,552253358.0,3511.0,0,private,229769.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,female,0,0,2,MEX,mexico
13837,958545570.0,1707.0,3,self-emp-inc,284799.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states
5663,716533027.0,4062.0,3,federal-gov,20956.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,4,0,2,USA,united-states
27770,921243938.0,3189.0,2,private,260761.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
27526,547566612.0,9300.0,2,self-emp-not-inc,197176.0,bachelors,13.0,married-civ-spouse,farming-fishing,husband,white,male,0,0,4,USA,united-states
11147,770877534.0,8221.0,1,private,217424.0,masters,14.0,never-married,exec-managerial,not-in-family,white,female,0,0,3,USA,united-states
4707,524053310.0,6572.0,1,private,369188.0,bachelors,13.0,married-civ-spouse,prof-specialty,wife,white,female,0,0,4,USA,united-states
18760,729485230.0,8623.0,3,local-gov,136823.0,hs-grad,9.0,married-civ-spouse,exec-managerial,wife,white,female,0,0,1,USA,united-states
21653,746588520.0,4480.0,2,federal-gov,230438.0,some-college,10.0,married-civ-spouse,adm-clerical,husband,white,male,0,2,2,USA,united-states
3525,976371805.0,1992.0,0,private,67444.0,11th,7.0,never-married,other-service,other-relative,black,male,0,0,0,USA,united-states
1337,297868417.0,3557.0,1,private,204648.0,assoc-voc,11.0,never-married,machine-op-inspct,unmarried,black,female,0,0,2,USA,united-states
18078,523045427.0,5698.0,1,private,272476.0,assoc-acdm,12.0,married-civ-spouse,other-service,wife,white,female,0,0,1,USA,united-states
2884,725330630.0,8680.0,0,private,485496.0,hs-grad,9.0,never-married,machine-op-inspct,not-in-family,black,female,0,0,2,USA,united-states
15952,920755321.0,2618.0,3,self-emp-not-inc,133694.0,bachelors,13.0,married-spouse-absent,exec-managerial,not-in-family,black,male,0,0,2,JAM,jamaica
1791,231896091.0,2396.0,3,local-gov,196395.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,black,male,0,0,2,USA,united-states
22491,448709181.0,496.0,1,private,295799.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
18903,837289375.0,4183.0,1,private,156464.0,bachelors,13.0,divorced,exec-managerial,not-in-family,white,male,0,0,4,GBR,england
3643,553250559.0,5288.0,1,self-emp-inc,115705.0,some-college,10.0,never-married,exec-managerial,not-in-family,white,male,0,0,3,USA,united-states
12387,348899932.0,1261.0,1,private,280111.0,11th,7.0,never-married,adm-clerical,unmarried,black,female,0,0,2,USA,united-states
18353,471820799.0,941.0,0,private,299050.0,some-college,10.0,never-married,adm-clerical,own-child,white,male,0,0,0,USA,united-states
274,265845889.0,9261.0,1,local-gov,108247.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states
5505,940633121.0,6409.0,2,private,137229.0,assoc-voc,11.0,divorced,sales,not-in-family,white,male,0,0,2,USA,united-states
9594,782314149.0,7690.0,4,self-emp-not-inc,197060.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,1,USA,united-states
2958,683404255.0,8836.0,0,private,314819.0,some-college,10.0,never-married,craft-repair,not-in-family,white,male,1,0,2,USA,united-states
23014,144933751.0,2871.0,2,private,87284.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,2,0,1,USA,united-states
10509,816308873.0,9052.0,2,self-emp-not-inc,254818.0,masters,14.0,divorced,handlers-cleaners,unmarried,white,male,0,0,2,PER,peru
20490,956203728.0,9026.0,2,private,226013.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,black,male,2,0,2,USA,united-states
19140,510677880.0,9947.0,2,federal-gov,195897.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,2,0,2,USA,united-states
16746,118592812.0,9656.0,1,private,191393.0,hs-grad,9.0,never-married,adm-clerical,unmarried,black,male,0,1,2,USA,united-states
866,517329348.0,2595.0,3,private,331776.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states
6711,784577378.0,8679.0,0,private,114420.0,11th,7.0,never-married,sales,own-child,white,female,0,0,1,USA,united-states
5712,584654326.0,3204.0,4,private,204113.0,hs-grad,9.0,widowed,protective-serv,not-in-family,white,female,3,0,0,USA,united-states
5436,374074010.0,4679.0,0,,252292.0,hs-grad,9.0,never-married,,own-child,white,male,0,0,2,USA,united-states
18716,738810985.0,427.0,0,private,250038.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states
10872,570212138.0,3510.0,3,state-gov,288353.0,bachelors,13.0,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states
7468,663191818.0,640.0,1,private,169117.0,hs-grad,9.0,married-civ-spouse,adm-clerical,wife,black,female,0,2,2,USA,united-states
3350,779634657.0,4193.0,0,private,152328.0,bachelors,13.0,never-married,prof-specialty,own-child,white,male,4,0,3,USA,united-states
16882,239459332.0,2360.0,4,private,104973.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states
21294,873696337.0,9067.0,4,self-emp-inc,120796.0,9th,5.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states
24936,619679914.0,6625.0,3,self-emp-not-inc,193374.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,male,0,0,2,USA,united-states
1947,448627304.0,4776.0,2,private,231507.0,hs-grad,9.0,divorced,sales,unmarried,white,female,0,0,2,USA,united-states
20064,157777983.0,4448.0,3,private,145409.0,some-college,10.0,married-civ-spouse,transport-moving,husband,white,male,4,0,3,CAN,canada
26972,245848376.0,8368.0,4,,584259.0,masters,14.0,married-civ-spouse,,husband,white,male,0,0,0,USA,united-states
20741,829546896.0,1272.0,0,private,100321.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states
25911,460664635.0,7861.0,3,private,180497.0,assoc-acdm,12.0,divorced,other-service,not-in-family,white,female,0,0,3,USA,united-states
2752,606331812.0,1420.0,0,private,308924.0,hs-grad,9.0,married-civ-spouse,craft-repair,other-relative,white,male,0,0,2,USA,united-states
9098,239740117.0,2958.0,3,self-emp-not-inc,155659.0,5th-6th,3.0,married-civ-spouse,other-service,husband,white,male,0,0,2,USA,united-states
22375,144763312.0,8381.0,3,private,156089.0,some-college,10.0,widowed,adm-clerical,unmarried,white,female,0,0,2,USA,united-states
20252,445988541.0,6946.0,0,private,125591.0,11th,7.0,never-married,other-service,not-in-family,white,female,0,0,2,USA,united-states
7456,418289408.0,5334.0,1,private,236564.0,hs-grad,9.0,never-married,handlers-cleaners,not-in-family,white,male,0,0,2,USA,united-states
3316,365974760.0,6942.0,1,private,208043.0,assoc-voc,11.0,married-civ-spouse,prof-specialty,husband,white,male,2,0,2,USA,united-states
10879,787629001.0,5665.0,3,self-emp-not-inc,174824.0,hs-grad,9.0,never-married,farming-fishing,not-in-family,white,male,3,0,2,USA,united-states
16089,330278359.0,543.0,0,,39477.0,some-college,10.0,never-married,,other-relative,white,male,0,0,2,USA,united-states
17269,653499422.0,252.0,1,private,427541.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,black,female,4,0,2,USA,united-states
25243,479812494.0,8091.0,2,state-gov,211286.0,bachelors,13.0,divorced,prof-specialty,not-in-family,white,female,0,0,3,USA,united-states
23221,613454700.0,7001.0,3,private,120629.0,bachelors,13.0,divorced,exec-managerial,not-in-family,black,female,4,0,3,USA,united-states
22484,696319420.0,8587.0,1,private,176185.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,2,0,2,USA,united-states
7581,281051291.0,7351.0,2,private,150057.0,masters,14.0,married-civ-spouse,craft-repair,husband,white,male,0,0,3,POL,poland
6433,166274756.0,9362.0,4,private,147098.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states
5155,807014448.0,4901.0,2,private,483201.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states
26761,248311555.0,3295.0,1,private,203258.0,hs-grad,9.0,never-married,other-service,not-in-family,white,female,0,0,1,USA,united-states
4375,917687365.0,5146.0,0,private,210781.0,bachelors,13.0,never-married,adm-clerical,own-child,white,female,0,0,2,USA,united-states
15315,406146483.0,5626.0,1,private,33975.0,masters,14.0,never-married,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states
13469,355269784.0,3574.0,1,private,105598.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,white,male,0,0,2,USA,united-states
7209,188511119.0,2186.0,2,self-emp-inc,225860.0,hs-grad,9.0,divorced,exec-managerial,unmarried,white,male,0,0,2,USA,united-states
2240,578431280.0,8259.0,2,self-emp-not-inc,178948.0,hs-grad,9.0,married-civ-spouse,farming-fishing,wife,white,female,0,0,3,USA,united-states
13225,107055184.0,7189.0,4,private,330144.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states
8270,707940626.0,6652.0,4,self-emp-inc,132832.0,hs-grad,9.0,married-civ-spouse,adm-clerical,wife,white,female,4,0,2,,
22404,475447979.0,4816.0,3,private,260052.0,bachelors,13.0,divorced,exec-managerial,unmarried,white,male,4,0,2,USA,united-states
